Group,Contrast,Correlation,Energy,Homogeneity,LBP_Entropy,Gabor_Mean,Wavelet_Energy
Generic,1660.3841401356995,0.836872040069035,0.010738889569687687,0.08485288793062568,4.791849634469713,78.44809244791666,16.525833333333335
Generic,1882.8885764613776,0.7323114507032209,0.00861561812424112,0.06440158065127445,4.682599819426217,81.41590494791667,18.362884114583334
Generic,780.439401435938,0.9099497658031273,0.012579121931264314,0.12549821476385262,5.157144159255407,52.269456235362995,9.075021904205608
Generic,884.7885009128847,0.9149761247519856,0.009931306507815195,0.07652767508816184,4.886688797344326,70.32138020833334,12.04333984375
Generic,1616.7503484448357,0.7549998880624208,0.006800471811576475,0.046990432137635055,4.833642523927556,89.79411226580797,17.364113609813085
Generic,796.5273669796557,0.687177447806901,0.010560444343556213,0.06455427113074368,4.809074090932304,68.44419921875,12.314733072916667
Generic,1589.4858600678142,0.6123103150314324,0.007953584096545138,0.04889004657881011,4.5777983059845955,79.709892578125,18.32419921875
Generic,1751.774742040094,0.7840377709430711,0.00925702816034565,0.07635689990730841,4.738285400986609,76.2420588235294,15.446317488262912
Generic,531.4768094679188,0.9558804307425951,0.021096333430321274,0.1536224894213309,4.902676148008639,35.16,7.268798828125
Generic,1437.8362513041209,0.8231484346299989,0.008067891570040703,0.07655033837457778,4.990015783851409,82.37343098958333,12.891380208333333
Generic,878.1946400625976,0.8436375909958758,0.008843737753506751,0.0828083311383618,4.8894526930956275,62.83278076171875,11.927626953125
Generic,1755.0923252477826,0.837230280573197,0.04827137209999078,0.12095173043675994,4.609411755994427,79.26774088541667,16.262369791666668
Generic,1233.168312644656,0.8283791278743714,0.007470829038044878,0.06480115959636795,4.809381728002234,68.74438207928803,14.548518406148867
Generic,64.19581193184884,0.9818100496054907,0.07077042160770305,0.2929950448111607,4.587858091998752,7.075769004702194,2.4488979231974923
Generic,808.4937108763693,0.907686145230816,0.009180939925956474,0.0871151555696019,5.024458804173697,56.783037109375,9.019479166666667
Generic,472.98028722977,0.8856541149011218,0.011082750083335124,0.08311725785658636,4.934235098639377,54.87887168141593,8.882564045936396
Generic,726.2753240756011,0.9233687403136628,0.011645144552747486,0.1356883059172397,4.8223538554340495,53.40814549180328,10.647721962616822
Generic,1306.1835460680752,0.8260104158264316,0.011044971701210802,0.08955158905985276,4.844228378481274,73.93072998046875,13.1923583984375
Generic,341.4243441045381,0.9566522779524517,0.012418750868839725,0.11071415878008398,5.037464701310258,56.11913936084142,6.6883849110032365
Generic,2247.4989562138308,0.6757679996929582,0.006797684629349813,0.043489733302263245,4.327012854107576,65.83150211069419,20.738904494382023
Generic,1351.058212702139,0.8745413378304442,0.015919523224904347,0.1455745347851559,5.033038582207561,67.76557291666667,10.196432291666667
Generic,777.8665471331619,0.9161110941009165,0.012014385468955838,0.13807859881961548,4.980809158437905,52.63945770519263,8.65593122909699
Generic,866.917967086511,0.8462693748078797,0.011797832483364662,0.09652074305808642,4.645661909966297,53.33901815525876,11.929848958333332
Generic,3002.632920807136,0.6569150458142905,0.007514542530556082,0.042995639541322996,4.483560660934339,81.35306702738517,23.40552120141343
Generic,385.48452660406895,0.9339442358980674,0.01792154158343441,0.160559961335965,5.040378942943812,29.6415771484375,6.11068359375
Generic,1082.2241548742134,0.8244276980637443,0.014293933381064852,0.15457775613115726,4.896474268644725,45.58748773547881,7.340389890282132
Generic,1819.0837830722655,0.7938517973082354,0.008037231902110677,0.05513612868975587,4.86022694553217,88.15752044392524,17.84342873831776
Generic,2758.5961398017735,0.6809570549225984,0.005708728795977315,0.033187255031467695,4.689980748027109,99.00079427083334,22.070638020833332
Generic,1141.4114168432204,0.8251405818709473,0.01079769357644719,0.08306773940248596,4.804987728727964,70.94036326142133,13.441026182432433
Generic,1045.4474340954075,0.9004919110222552,0.010646082294417443,0.1092046456807447,4.716397402781173,41.651823447046844,10.993794461382114
Generic,1912.787859448357,0.7971298976760746,0.007997689656711387,0.06936003782567575,4.593238914845378,77.98266357421875,16.8855615234375
Generic,574.6865952660407,0.9083579014077041,0.022707841252019852,0.17872237436665311,4.928153119111104,49.4729736328125,7.1291748046875
Generic,1066.225792342277,0.8801714276504529,0.010830053015059658,0.11403281948703291,4.933294795182198,64.33926950998185,10.509539175724637
